age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
36,10,1,High School,Homemaker,77,Not Religious,1,8,1,Aggressive,3,1,0,1,4,1,Love,1,0,6,0
34,14,1,Master,Unemployed,56,Same Religion,1,2,1,Passive,7,0,0,0,1,5,Love,1,0,4,1
27,4,2,Master,Unemployed,85,Not Religious,1,8,1,Avoidant,7,1,0,0,8,1,Love,0,0,5,1
32,32,2,Master,Homemaker,37,Same Religion,1,9,0,Collaborative,6,1,0,1,5,4,Arranged,0,0,5,1
26,17,2,Bachelor,Part-time,51,Same Religion,0,6,2,Collaborative,1,0,0,1,6,3,Love,1,0,4,1
19,19,0,Master,Unemployed,29,Not Religious,1,3,1,Avoidant,5,1,0,0,7,4,Love,1,0,2,0
23,1,1,High School,Full-time,67,Same Religion,1,6,0,Avoidant,3,0,1,0,3,6,Love,0,0,7,1
35,3,2,High School,Homemaker,71,Same Religion,0,7,4,Avoidant,4,0,0,0,4,3,Love,1,0,7,0
26,3,3,High School,Full-time,67,Same Religion,1,3,1,Avoidant,8,0,0,0,5,2,Love,1,0,7,0
26,3,1,Master,Part-time,50,Same Religion,0,6,4,Collaborative,4,0,0,0,8,4,Arranged,1,0,8,1
26,19,3,High School,Full-time,51,Same Religion,1,10,0,Passive,5,1,0,1,7,4,Love,0,0,4,0
37,1,2,High School,Full-time,53,Same Religion,1,9,1,Passive,1,1,0,0,7,3,Love,1,0,10,0
36,1,0,Bachelor,Part-time,78,Different Religion,0,7,2,Aggressive,5,1,0,0,8,2,Other,0,0,7,0
39,3,2,High School,Full-time,31,Different Religion,1,7,0,Collaborative,8,0,0,0,8,3,Love,1,0,6,1
27,2,1,High School,Part-time,53,Not Religious,1,6,0,Collaborative,10,0,1,0,4,3,Love,0,0,7,0
29,2,2,High School,Part-time,31,Different Religion,1,6,3,Collaborative,7,0,0,0,4,3,Love,1,0,3,0
20,15,2,High School,Part-time,52,Same Religion,1,6,3,Avoidant,4,0,0,0,7,5,Love,0,0,5,0
35,8,0,Bachelor,Full-time,60,Same Religion,1,6,0,Avoidant,6,0,0,1,6,3,Arranged,1,1,8,0
22,1,0,Bachelor,Full-time,102,Same Religion,0,3,4,Passive,4,0,0,0,6,4,Love,1,0,4,0
29,5,2,High School,Unemployed,47,Same Religion,1,2,1,Collaborative,5,0,0,0,2,6,Love,1,0,5,1
22,5,2,High School,Full-time,81,Same Religion,1,4,2,Collaborative,6,0,0,0,6,3,Love,0,0,4,0
25,1,2,Master,Full-time,26,Not Religious,1,8,1,Collaborative,2,0,0,0,8,2,Love,1,0,9,0
23,11,2,Bachelor,Full-time,61,Not Religious,1,7,2,Aggressive,7,0,0,0,5,2,Arranged,0,0,10,1
24,12,4,Bachelor,Homemaker,61,Different Religion,0,8,3,Collaborative,6,1,0,0,6,2,Arranged,1,0,5,0
25,12,1,Bachelor,Part-time,75,Same Religion,1,6,0,Collaborative,3,0,0,0,9,3,Love,0,0,10,1
25,13,1,High School,Full-time,49,Same Religion,1,8,1,Aggressive,1,0,0,1,5,5,Arranged,1,0,5,0
32,1,1,No Formal Education,Homemaker,44,Different Religion,1,9,2,Aggressive,6,1,0,0,10,6,Love,0,0,6,1
22,30,3,Bachelor,Unemployed,18,Not Religious,0,8,3,Avoidant,7,0,0,0,3,1,Love,1,0,6,0
29,16,0,High School,Unemployed,67,Different Religion,1,5,1,Collaborative,4,0,0,0,7,3,Love,1,0,7,0
34,23,2,Bachelor,Full-time,47,Same Religion,1,6,5,Collaborative,4,1,0,0,3,0,Other,0,0,2,1
25,1,0,Bachelor,Unemployed,81,Different Religion,1,5,0,Collaborative,6,0,0,0,7,5,Other,1,0,9,1
24,27,1,High School,Full-time,70,Different Religion,1,9,2,Avoidant,3,0,0,0,4,7,Love,1,0,6,0
26,16,2,PhD,Unemployed,84,Same Religion,1,8,0,Passive,7,0,0,0,4,4,Love,1,0,4,0
33,18,2,Master,Homemaker,43,Same Religion,1,7,2,Collaborative,4,1,1,0,5,1,Arranged,1,0,4,1
28,1,4,High School,Homemaker,64,Different Religion,1,7,2,Avoidant,6,0,0,0,5,5,Love,1,0,4,0
25,13,2,Bachelor,Full-time,64,Same Religion,1,7,3,Avoidant,6,0,0,1,6,2,Love,0,0,4,0
30,32,1,Master,Homemaker,50,Not Religious,1,4,1,Collaborative,9,0,0,1,7,3,Love,1,0,8,0
22,11,3,High School,Full-time,85,Same Religion,1,8,3,Aggressive,6,0,0,0,8,4,Love,0,0,4,0
31,8,2,Bachelor,Full-time,76,Same Religion,1,10,2,Aggressive,3,0,0,1,10,2,Love,1,0,5,1
30,29,4,Bachelor,Part-time,101,Same Religion,1,7,3,Collaborative,4,1,0,1,6,4,Love,0,0,7,0
26,5,0,Bachelor,Part-time,74,Same Religion,1,6,1,Aggressive,4,0,0,1,6,0,Love,1,0,9,0
23,9,1,Master,Full-time,97,Same Religion,1,5,1,Collaborative,6,0,0,0,6,4,Arranged,0,0,5,1
23,6,4,Master,Full-time,97,Not Religious,1,5,3,Collaborative,5,0,0,1,5,2,Love,1,0,7,1
30,27,0,No Formal Education,Full-time,50,Different Religion,1,3,2,Aggressive,5,0,1,1,1,4,Love,0,0,9,0
34,1,1,Bachelor,Part-time,31,Not Religious,1,4,2,Aggressive,8,0,0,0,7,1,Love,1,0,8,1
24,6,1,Master,Homemaker,94,Same Religion,1,6,1,Passive,7,0,0,1,4,5,Love,0,0,7,1
30,11,3,High School,Unemployed,74,Same Religion,1,7,3,Aggressive,4,1,0,0,6,4,Love,1,0,10,0
18,15,1,High School,Full-time,70,Same Religion,1,3,0,Collaborative,9,0,0,0,5,2,Love,1,1,7,1
25,8,1,High School,Homemaker,51,Same Religion,1,6,6,Passive,10,0,0,1,4,4,Arranged,0,0,8,0
27,23,2,Bachelor,Part-time,68,Same Religion,1,9,1,Avoidant,3,0,0,0,5,1,Love,1,0,4,0
23,28,3,High School,Unemployed,80,Different Religion,0,7,6,Collaborative,4,1,1,0,4,3,Arranged,1,0,2,0
23,1,0,Master,Part-time,73,Same Religion,1,7,1,Collaborative,2,0,0,0,6,5,Love,0,0,6,0
24,5,1,Bachelor,Homemaker,48,Same Religion,1,7,2,Aggressive,9,0,0,0,5,3,Arranged,1,0,9,0
29,1,3,High School,Unemployed,91,Same Religion,1,3,2,Collaborative,3,0,0,0,6,4,Love,0,0,7,0
27,3,0,Master,Part-time,62,Same Religion,1,3,3,Avoidant,4,1,0,0,3,4,Love,1,0,6,0
18,7,1,Master,Full-time,74,Not Religious,1,7,0,Aggressive,10,1,0,1,7,4,Love,1,0,5,1
18,24,1,Bachelor,Part-time,77,Not Religious,0,7,2,Collaborative,7,0,0,0,9,4,Arranged,0,0,5,0
24,18,0,High School,Part-time,103,Same Religion,1,8,2,Collaborative,4,1,0,0,7,2,Love,0,0,7,1
30,1,1,Master,Part-time,68,Not Religious,1,9,0,Avoidant,5,0,0,0,8,2,Love,1,0,8,0
18,1,2,Master,Full-time,59,Same Religion,0,5,1,Passive,1,1,0,0,5,3,Love,0,0,10,0
25,8,3,Bachelor,Full-time,98,Same Religion,1,8,3,Passive,5,1,0,0,5,2,Love,1,0,5,0
25,7,2,Bachelor,Part-time,82,Same Religion,1,8,5,Avoidant,6,0,0,0,7,1,Arranged,1,0,6,0
34,3,3,Bachelor,Unemployed,66,Different Religion,1,9,1,Passive,2,0,0,0,6,1,Arranged,1,1,6,1
26,22,0,Master,Unemployed,65,Same Religion,1,9,2,Aggressive,6,0,0,0,8,1,Love,0,0,9,1
29,26,2,High School,Full-time,21,Same Religion,0,5,4,Collaborative,10,0,0,0,6,2,Love,1,0,5,0
28,5,3,High School,Full-time,58,Same Religion,1,6,1,Collaborative,9,0,0,0,6,7,Love,1,0,2,1
18,22,0,Master,Full-time,32,Same Religion,1,6,2,Aggressive,9,0,1,0,5,1,Arranged,0,0,8,1
31,4,3,High School,Full-time,10,Different Religion,0,4,1,Collaborative,4,1,0,1,3,3,Love,1,0,2,0
29,13,2,PhD,Full-time,48,Not Religious,1,8,2,Collaborative,4,0,0,0,6,5,Love,0,0,8,1
30,6,2,Bachelor,Unemployed,32,Different Religion,1,6,1,Collaborative,6,0,0,0,6,2,Arranged,1,0,1,0
45,1,5,Bachelor,Homemaker,53,Not Religious,1,8,6,Collaborative,4,0,0,0,5,6,Love,0,0,8,1
18,26,2,High School,Full-time,66,Different Religion,0,9,2,Collaborative,7,0,1,0,7,2,Love,1,0,6,1
36,6,1,PhD,Part-time,70,Same Religion,1,5,1,Collaborative,7,0,0,0,8,6,Love,0,1,8,1
26,13,2,Master,Unemployed,58,Same Religion,1,3,3,Collaborative,10,0,0,1,8,2,Love,0,0,3,1
29,4,6,PhD,Homemaker,34,Same Religion,0,6,4,Collaborative,2,0,0,0,6,1,Love,1,0,8,0
27,1,1,Bachelor,Homemaker,58,Same Religion,1,9,1,Collaborative,8,1,0,0,5,2,Love,1,0,6,1
25,1,2,High School,Full-time,39,Same Religion,1,9,1,Avoidant,4,0,1,0,4,4,Arranged,1,0,6,0
25,6,0,Bachelor,Full-time,88,Different Religion,1,6,3,Avoidant,9,0,0,1,10,3,Love,1,0,3,0
29,11,5,Bachelor,Full-time,57,Same Religion,1,6,3,Passive,6,0,0,1,9,6,Love,1,1,8,0
20,4,3,Bachelor,Part-time,37,Different Religion,1,6,2,Avoidant,5,0,0,0,6,5,Love,0,0,6,1
31,11,5,PhD,Unemployed,39,Same Religion,0,5,1,Aggressive,7,0,0,1,2,1,Arranged,0,0,5,1
25,11,2,Bachelor,Full-time,60,Same Religion,1,3,1,Collaborative,7,1,0,0,6,5,Love,0,0,7,0
22,12,0,Master,Homemaker,61,Same Religion,1,7,1,Collaborative,4,0,0,0,8,5,Love,0,0,4,1
25,6,0,No Formal Education,Full-time,56,Same Religion,1,5,3,Collaborative,5,0,0,1,5,4,Arranged,1,0,9,0
34,24,1,High School,Homemaker,80,Same Religion,0,6,3,Collaborative,4,0,0,0,4,4,Love,0,0,5,1
25,6,1,Master,Full-time,41,Same Religion,1,7,3,Passive,5,0,0,0,7,3,Love,1,0,7,0
29,5,3,Bachelor,Full-time,80,Same Religion,1,8,1,Avoidant,7,0,0,0,6,4,Arranged,0,0,5,1
24,2,1,Master,Full-time,58,Same Religion,1,5,3,Aggressive,9,0,0,1,6,2,Love,1,0,4,1
31,3,2,High School,Full-time,77,Different Religion,0,4,4,Passive,1,0,0,0,6,2,Love,0,0,6,1
31,1,3,Bachelor,Unemployed,47,Same Religion,1,7,3,Collaborative,8,0,0,1,3,4,Arranged,1,1,7,1
37,10,1,High School,Full-time,76,Different Religion,1,7,2,Passive,7,0,0,0,5,3,Love,0,0,6,1
27,2,1,No Formal Education,Unemployed,44,Same Religion,1,5,0,Avoidant,2,0,1,0,6,6,Love,1,0,6,0
31,3,4,Master,Full-time,93,Same Religion,1,8,1,Collaborative,1,0,0,1,3,3,Love,1,0,9,0
28,14,2,High School,Full-time,58,Not Religious,1,6,1,Passive,5,1,0,0,4,3,Other,0,0,5,1
34,3,2,No Formal Education,Unemployed,51,Not Religious,0,5,1,Aggressive,5,0,0,0,9,5,Arranged,1,0,9,0
24,2,2,Bachelor,Homemaker,37,Different Religion,1,4,4,Passive,5,0,0,0,6,3,Love,0,1,6,1
31,1,3,Master,Full-time,63,Same Religion,1,7,2,Avoidant,9,1,0,0,6,2,Love,0,0,6,0
27,14,1,High School,Homemaker,57,Same Religion,1,6,3,Avoidant,1,1,1,0,7,3,Love,0,0,6,1
27,1,0,Bachelor,Part-time,33,Different Religion,1,7,3,Collaborative,2,0,0,0,7,5,Arranged,0,0,6,0
28,6,0,Bachelor,Full-time,45,Same Religion,1,4,2,Avoidant,2,1,0,0,6,4,Love,1,0,5,0
29,7,4,High School,Unemployed,21,Not Religious,1,2,3,Avoidant,8,0,0,0,5,2,Love,0,0,8,0
27,11,2,Bachelor,Full-time,37,Same Religion,1,7,1,Aggressive,7,0,0,0,4,5,Love,0,0,3,0
29,10,2,Bachelor,Full-time,58,Same Religion,1,8,2,Collaborative,5,0,0,1,7,2,Arranged,0,0,2,1
35,16,1,High School,Part-time,67,Same Religion,1,3,1,Aggressive,4,0,0,1,9,9,Other,1,0,8,1
32,1,2,Bachelor,Full-time,54,Different Religion,0,5,2,Passive,4,0,0,0,1,3,Love,1,0,2,1
32,3,1,No Formal Education,Full-time,69,Same Religion,1,10,2,Passive,4,0,0,0,8,4,Love,1,0,10,0
25,3,1,High School,Full-time,41,Not Religious,0,7,4,Collaborative,7,0,0,0,3,4,Love,1,0,7,1
23,1,1,High School,Unemployed,69,Same Religion,1,9,0,Collaborative,10,0,1,0,7,1,Arranged,1,0,9,0
32,3,1,Bachelor,Part-time,58,Not Religious,1,9,2,Avoidant,2,0,0,0,6,1,Love,1,0,8,0
32,3,0,Bachelor,Full-time,56,Same Religion,1,5,3,Collaborative,4,0,0,0,5,0,Love,0,0,4,1
35,7,1,Master,Homemaker,60,Different Religion,1,10,4,Avoidant,4,0,0,1,6,6,Arranged,1,0,5,1
24,10,1,Master,Full-time,48,Same Religion,1,3,1,Collaborative,1,1,0,0,7,6,Love,0,0,1,1
26,4,2,High School,Unemployed,29,Different Religion,1,7,5,Collaborative,7,0,0,0,8,4,Love,1,0,8,0
19,12,1,Bachelor,Homemaker,39,Same Religion,1,7,2,Collaborative,5,0,0,0,5,1,Love,1,0,7,0
26,4,3,Master,Unemployed,32,Same Religion,1,4,1,Collaborative,6,0,0,0,7,4,Love,0,0,9,1
32,3,2,PhD,Part-time,55,Same Religion,1,5,2,Aggressive,4,0,1,0,7,2,Love,0,0,4,1
25,7,3,Bachelor,Part-time,74,Different Religion,1,5,0,Avoidant,6,0,0,0,7,5,Love,0,0,7,0
31,1,2,High School,Full-time,90,Same Religion,1,3,1,Avoidant,5,0,0,0,6,2,Love,0,1,9,1
27,1,4,Bachelor,Part-time,51,Same Religion,0,3,0,Passive,5,0,1,0,7,2,Love,0,0,5,1
29,5,0,High School,Full-time,57,Same Religion,1,5,2,Collaborative,8,0,0,0,10,0,Love,1,0,8,0
22,28,3,Master,Full-time,98,Same Religion,1,5,1,Avoidant,6,0,0,0,6,4,Love,1,0,6,0
28,12,4,High School,Full-time,52,Different Religion,0,5,2,Avoidant,1,0,0,0,6,0,Arranged,1,0,5,0
18,1,2,High School,Full-time,47,Same Religion,1,8,3,Collaborative,5,0,0,0,6,1,Love,1,0,6,0
27,18,5,Bachelor,Part-time,57,Same Religion,1,4,2,Avoidant,8,0,0,0,6,4,Love,1,0,8,0
19,13,2,Bachelor,Homemaker,52,Same Religion,0,7,1,Aggressive,5,0,0,0,6,5,Arranged,0,0,6,0
34,9,1,Bachelor,Full-time,46,Same Religion,1,6,2,Collaborative,7,0,0,1,9,3,Love,0,0,4,0
31,17,2,Bachelor,Full-time,32,Same Religion,1,5,2,Avoidant,9,1,0,0,4,4,Love,0,0,4,1
30,5,3,Master,Full-time,92,Same Religion,1,3,1,Avoidant,7,0,0,0,9,1,Love,1,0,6,0
35,2,0,Bachelor,Part-time,71,Same Religion,1,6,1,Avoidant,6,0,0,0,5,2,Love,1,0,6,0
23,7,1,Bachelor,Full-time,92,Same Religion,0,5,0,Collaborative,6,0,0,0,6,4,Arranged,0,0,6,0
36,7,1,Bachelor,Full-time,79,Not Religious,1,8,5,Avoidant,4,0,0,0,7,3,Love,0,0,3,1
32,7,1,Bachelor,Part-time,60,Same Religion,1,7,1,Passive,5,1,0,0,5,1,Love,0,0,5,0
26,8,2,Bachelor,Unemployed,27,Not Religious,1,5,1,Collaborative,8,1,0,0,5,3,Love,1,0,5,0
33,29,4,Bachelor,Full-time,42,Same Religion,1,4,2,Collaborative,7,0,0,0,4,4,Love,1,0,9,0
22,23,4,Master,Full-time,53,Different Religion,1,4,1,Collaborative,5,1,0,0,5,1,Love,1,0,2,1
23,20,3,Bachelor,Part-time,41,Same Religion,0,6,1,Avoidant,4,0,0,1,6,2,Love,1,0,5,0
24,16,2,Master,Full-time,24,Same Religion,0,8,3,Passive,5,1,0,0,10,2,Arranged,1,0,6,0
25,28,6,Bachelor,Full-time,42,Different Religion,1,8,2,Passive,6,1,0,0,7,2,Arranged,1,0,4,1
22,1,4,Bachelor,Part-time,56,Different Religion,1,1,2,Aggressive,4,0,1,1,8,5,Love,0,0,6,1
34,3,0,Bachelor,Homemaker,92,Same Religion,1,9,2,Collaborative,2,0,0,0,4,3,Love,0,0,4,1
26,6,1,High School,Full-time,47,Same Religion,1,6,1,Avoidant,6,0,0,0,4,1,Arranged,1,0,7,0
29,18,1,Bachelor,Full-time,73,Same Religion,1,3,2,Collaborative,4,0,0,0,8,3,Love,1,0,7,1
25,7,2,Bachelor,Full-time,40,Not Religious,1,6,2,Aggressive,3,0,0,1,2,3,Arranged,1,0,5,1
18,13,1,High School,Homemaker,56,Not Religious,1,4,2,Aggressive,4,0,0,0,6,3,Arranged,1,0,8,0
29,1,0,Bachelor,Full-time,59,Same Religion,1,9,2,Collaborative,3,0,0,0,8,3,Love,1,0,5,0
18,2,0,Bachelor,Part-time,92,Different Religion,1,5,2,Aggressive,7,0,0,1,6,2,Love,1,0,4,1
27,13,1,No Formal Education,Unemployed,10,Same Religion,0,4,1,Avoidant,7,0,0,0,6,2,Arranged,1,0,8,0
21,1,1,Master,Homemaker,44,Different Religion,1,10,4,Collaborative,7,1,0,0,8,1,Love,1,1,8,0
37,4,0,High School,Part-time,65,Same Religion,0,7,5,Avoidant,6,0,0,0,6,4,Love,1,0,7,1
32,3,1,Bachelor,Full-time,68,Same Religion,1,5,1,Aggressive,2,0,0,0,8,4,Arranged,0,0,7,0
28,4,2,High School,Full-time,36,Same Religion,0,10,2,Avoidant,6,0,0,0,5,1,Love,0,0,8,0
34,12,2,High School,Full-time,59,Not Religious,1,9,1,Passive,10,0,0,0,8,5,Love,1,0,6,0
23,4,2,Master,Part-time,60,Not Religious,1,5,2,Aggressive,5,0,0,1,6,0,Love,1,0,6,0
30,8,0,High School,Unemployed,89,Different Religion,1,4,1,Passive,1,0,1,0,3,2,Arranged,0,1,6,0
28,1,2,High School,Unemployed,64,Same Religion,1,6,2,Aggressive,7,0,0,1,7,4,Love,1,0,5,1
29,16,2,PhD,Full-time,57,Same Religion,1,6,3,Avoidant,1,1,0,0,3,2,Love,1,0,6,1
34,4,2,Master,Unemployed,46,Same Religion,1,5,1,Collaborative,3,1,0,0,6,3,Love,1,0,5,0
31,10,1,Master,Homemaker,72,Not Religious,1,6,4,Collaborative,4,0,0,0,4,8,Arranged,0,1,6,0
29,12,2,Master,Homemaker,55,Not Religious,1,9,2,Collaborative,8,0,0,0,3,1,Love,1,0,4,0
19,2,3,Master,Unemployed,49,Same Religion,1,8,1,Aggressive,5,0,1,0,2,3,Love,0,0,8,1
23,21,1,High School,Part-time,40,Different Religion,1,7,1,Aggressive,4,1,0,0,8,1,Arranged,1,0,5,1
27,9,2,Bachelor,Part-time,54,Different Religion,1,5,1,Avoidant,4,0,0,0,4,2,Love,1,0,6,0
28,5,0,Bachelor,Full-time,74,Same Religion,1,6,2,Passive,2,0,0,0,7,2,Love,0,0,5,0
22,2,3,Bachelor,Full-time,50,Same Religion,1,7,4,Collaborative,4,0,0,0,7,1,Arranged,1,0,8,0
40,28,1,Master,Full-time,61,Same Religion,1,7,0,Collaborative,4,1,1,1,9,4,Love,1,0,6,0
35,14,4,Bachelor,Full-time,49,Different Religion,1,6,2,Avoidant,5,0,0,0,7,3,Love,1,0,7,1
31,2,2,High School,Part-time,63,Not Religious,1,8,2,Collaborative,7,0,0,0,2,2,Arranged,1,0,5,0
28,4,2,High School,Part-time,62,Not Religious,0,4,0,Collaborative,5,0,0,0,8,5,Love,1,0,6,0
26,16,1,High School,Part-time,44,Different Religion,0,8,3,Aggressive,2,0,0,0,5,3,Love,1,0,9,0
23,11,1,Master,Full-time,77,Same Religion,1,7,3,Avoidant,1,0,1,0,9,3,Arranged,0,0,5,0
28,14,2,Bachelor,Full-time,31,Different Religion,1,3,2,Collaborative,3,1,1,0,6,2,Arranged,1,0,4,0
29,5,3,Bachelor,Full-time,83,Not Religious,1,5,4,Collaborative,10,0,0,0,7,2,Love,1,0,4,1
21,12,1,Bachelor,Full-time,67,Different Religion,0,9,4,Collaborative,4,0,0,0,8,1,Love,1,0,10,0
29,4,3,Bachelor,Homemaker,72,Same Religion,1,7,1,Avoidant,5,1,0,1,4,1,Love,1,0,4,1
27,2,2,Master,Full-time,27,Not Religious,1,6,1,Aggressive,1,0,0,0,7,2,Love,0,0,8,0
18,10,2,Bachelor,Full-time,59,Not Religious,0,7,3,Collaborative,4,1,0,1,7,1,Love,1,0,7,1
23,37,1,PhD,Full-time,91,Not Religious,0,6,0,Collaborative,7,0,0,0,7,3,Love,1,0,5,0
25,3,2,No Formal Education,Part-time,57,Not Religious,0,7,1,Collaborative,6,0,1,0,6,2,Love,1,0,4,0
37,6,1,No Formal Education,Part-time,63,Same Religion,0,8,2,Collaborative,5,0,0,0,5,4,Love,0,0,9,0
30,11,2,Bachelor,Full-time,37,Not Religious,0,10,0,Collaborative,6,1,0,0,4,4,Love,1,0,4,0
21,7,3,PhD,Homemaker,31,Same Religion,0,4,3,Aggressive,8,0,0,0,6,2,Love,0,0,5,1
30,18,2,Bachelor,Unemployed,65,Same Religion,1,8,3,Avoidant,5,0,1,0,8,3,Arranged,1,0,7,0
20,14,1,Master,Full-time,46,Different Religion,0,5,0,Avoidant,9,0,0,0,6,2,Other,1,0,3,1
33,1,1,PhD,Full-time,49,Same Religion,1,4,3,Aggressive,6,0,0,0,7,2,Love,1,0,7,1
25,40,0,PhD,Full-time,61,Same Religion,1,9,3,Passive,3,0,0,0,1,4,Arranged,1,0,6,1
27,13,0,Master,Full-time,74,Not Religious,1,5,0,Avoidant,3,1,0,1,8,8,Love,1,0,3,1
34,19,2,Bachelor,Unemployed,71,Same Religion,1,8,2,Passive,4,0,0,0,8,1,Arranged,1,0,8,1
21,10,1,High School,Full-time,62,Not Religious,1,8,4,Avoidant,5,0,0,0,7,3,Arranged,1,0,5,0
21,19,2,Bachelor,Full-time,78,Same Religion,0,10,0,Aggressive,7,0,0,0,8,7,Love,0,1,9,0
25,1,2,Master,Full-time,81,Same Religion,1,8,2,Avoidant,8,0,0,0,6,3,Love,0,0,7,0
33,4,0,High School,Full-time,57,Same Religion,0,9,3,Avoidant,4,1,0,0,8,3,Love,0,1,4,0
20,20,2,Bachelor,Homemaker,93,Different Religion,1,8,0,Avoidant,6,1,0,0,6,6,Arranged,0,0,5,1
18,2,2,Bachelor,Full-time,38,Same Religion,1,6,2,Aggressive,6,0,0,1,5,3,Love,0,0,6,0
25,1,1,Bachelor,Full-time,29,Not Religious,0,9,2,Collaborative,5,0,1,1,7,3,Love,0,0,5,0
30,15,1,PhD,Part-time,88,Different Religion,1,5,2,Avoidant,6,0,0,0,4,1,Love,1,0,5,0
34,18,1,Bachelor,Full-time,46,Different Religion,0,5,6,Passive,6,0,0,0,8,3,Love,1,0,6,0
25,1,3,Master,Full-time,10,Same Religion,1,7,1,Collaborative,10,1,0,1,8,1,Love,1,0,6,0
25,19,1,Bachelor,Full-time,53,Same Religion,0,8,1,Passive,9,0,0,1,10,1,Other,0,0,4,0
33,11,2,Master,Full-time,85,Not Religious,1,6,3,Avoidant,8,0,0,0,6,1,Love,0,0,8,0
18,7,0,High School,Full-time,54,Same Religion,1,5,0,Avoidant,4,0,0,0,6,5,Arranged,1,0,6,0
26,17,0,High School,Full-time,24,Same Religion,0,3,0,Collaborative,2,0,0,0,6,3,Love,0,0,7,1
28,5,0,PhD,Full-time,54,Same Religion,1,4,1,Collaborative,6,1,1,0,5,4,Love,0,0,7,1
30,2,3,Bachelor,Part-time,56,Not Religious,0,5,3,Passive,1,0,1,0,6,1,Other,0,0,7,0
25,3,0,Bachelor,Full-time,53,Same Religion,0,8,3,Avoidant,5,0,0,0,7,4,Love,1,0,5,0
28,7,0,Bachelor,Homemaker,46,Same Religion,1,5,4,Avoidant,6,0,0,0,1,3,Love,1,0,7,0
18,7,2,Bachelor,Full-time,47,Different Religion,1,7,0,Passive,2,1,1,0,4,1,Arranged,0,0,4,1
24,16,0,Bachelor,Part-time,75,Not Religious,1,3,2,Collaborative,6,0,1,0,8,3,Arranged,1,0,6,0
30,15,0,High School,Unemployed,48,Same Religion,1,9,1,Collaborative,7,0,0,1,7,2,Love,1,0,4,1
23,8,1,Bachelor,Full-time,63,Same Religion,1,6,5,Aggressive,5,0,0,0,2,5,Love,1,0,5,0
28,15,1,Bachelor,Unemployed,63,Same Religion,1,3,4,Avoidant,5,0,0,0,4,10,Love,1,0,7,1
30,2,0,Bachelor,Unemployed,48,Same Religion,0,5,0,Collaborative,7,0,0,0,6,3,Love,0,0,8,1
26,1,0,Bachelor,Full-time,45,Same Religion,1,4,1,Passive,9,0,0,1,4,2,Love,1,0,7,0
28,20,3,No Formal Education,Homemaker,61,Same Religion,1,6,1,Passive,6,0,0,1,7,4,Love,1,0,5,0
23,1,1,Bachelor,Full-time,27,Same Religion,1,5,2,Avoidant,7,0,0,0,7,4,Love,1,0,5,0
26,2,1,Master,Full-time,100,Same Religion,1,5,1,Avoidant,4,0,0,0,7,2,Arranged,1,1,6,1
31,11,0,Bachelor,Unemployed,49,Same Religion,1,4,5,Aggressive,7,0,1,1,6,1,Love,0,0,4,1
28,5,3,Bachelor,Full-time,52,Not Religious,1,4,2,Collaborative,7,1,0,1,6,5,Arranged,1,0,5,1
25,20,1,High School,Part-time,75,Same Religion,0,8,3,Collaborative,6,1,0,0,9,2,Love,1,0,7,0
29,3,3,High School,Homemaker,57,Same Religion,1,8,4,Avoidant,9,0,0,1,4,5,Love,0,0,5,0
31,1,2,Bachelor,Homemaker,52,Same Religion,1,5,2,Collaborative,4,1,0,0,1,5,Arranged,0,0,4,1
18,3,2,Bachelor,Full-time,33,Same Religion,1,7,0,Collaborative,5,0,1,0,3,2,Arranged,0,0,3,1
33,8,0,Master,Homemaker,62,Different Religion,0,4,1,Aggressive,9,0,0,0,4,3,Love,0,0,9,0
26,4,1,Bachelor,Full-time,49,Not Religious,0,8,1,Collaborative,4,0,1,1,10,3,Love,1,0,8,1
30,7,1,Master,Full-time,102,Same Religion,1,6,2,Aggressive,7,0,1,0,8,2,Love,1,0,4,1
33,20,0,No Formal Education,Part-time,56,Not Religious,1,5,3,Collaborative,10,1,0,0,4,7,Love,0,0,6,1
21,24,5,High School,Part-time,15,Different Religion,1,4,3,Collaborative,7,1,0,0,4,4,Arranged,1,0,8,0
24,3,0,Bachelor,Full-time,79,Same Religion,1,8,1,Avoidant,6,0,0,1,7,1,Arranged,0,0,7,0
26,6,4,Bachelor,Part-time,40,Same Religion,1,3,3,Passive,5,0,0,1,6,2,Other,1,1,7,0
24,7,0,Bachelor,Full-time,62,Different Religion,0,6,5,Avoidant,8,0,1,1,4,1,Love,1,0,8,1
36,29,0,High School,Part-time,88,Not Religious,1,2,2,Aggressive,3,0,0,0,3,3,Love,1,0,5,0
23,40,0,Master,Homemaker,54,Same Religion,1,4,0,Collaborative,1,0,0,1,4,4,Love,1,0,7,1
25,2,0,No Formal Education,Full-time,56,Same Religion,1,3,5,Avoidant,3,0,1,1,4,3,Arranged,0,0,6,0
29,12,1,Master,Full-time,79,Not Religious,1,1,0,Collaborative,5,1,0,0,4,4,Love,1,0,4,1
21,4,0,Bachelor,Unemployed,89,Same Religion,1,5,3,Passive,2,1,0,0,6,1,Arranged,0,0,7,0
